Features	Class
"[-3.3869492e+02  1.3641637e+02 -6.4557732e+01 -3.0623697e+01
 -1.1335458e+01 -1.8759752e+01 -1.4192234e+01 -4.7700462e+00
 -1.0136872e+01  6.7320232e+00  2.0138664e+01  7.6633935e+00
 -7.3210502e-01  4.7452617e+00  4.3287392e+00 -2.1088539e+01
 -1.0931818e+01 -9.8726130e-01 -7.5023375e+00  4.5400629e+00
  8.9185848e+00  1.2111735e+01  1.7326542e+01  2.2354136e+01
  1.5817123e+01  3.1777010e+00 -1.0279703e+00 -1.0266151e+00
 -5.7535440e-01  1.1850421e+00  2.2823050e+00 -6.7542500e+00
 -7.8809285e+00 -5.7729638e-01  2.8348649e+00  4.7532458e+00
  4.4415946e+00  7.9791325e-01 -2.1215300e-01  3.4928956e+00]"	dog
"[-348.47543     137.24332      -8.201406    -35.960766    -33.031036
  -18.633604    -28.541214    -21.544916     -3.4620821    -6.2982163
   -0.8407783    -3.7134683   -12.474125    -10.082934     -2.9767597
    0.7990436    -2.3203647    -5.7549605    -3.6694744    -6.493471
  -11.29575      -6.742769     -7.1760497    -8.091387     -4.175472
   -1.3950832     1.5356808    -1.1728163    -3.0426795    -2.9658198
   -5.033599     -3.7392347    -1.9081761    -3.531573     -2.8922684
   -0.57546985   -1.4248599     0.72536993    1.7740188    -1.1525059 ]"	dog
"[-2.85058594e+02  1.35282288e+02 -2.83032150e+01 -3.78433228e+00
 -3.27836823e+00 -7.39295435e+00 -1.10624170e+01 -4.76228809e+00
 -3.31973219e+00 -8.31012368e-01 -1.24172325e+01 -1.61409245e+01
 -4.33263302e+00 -2.28005123e+01 -5.77414179e+00  1.03250790e+01
  7.86853600e+00  1.13890171e+01 -2.84852982e-02 -3.78701162e+00
 -1.08198519e+01 -8.58193111e+00 -2.95776582e+00 -4.18443441e+00
 -6.55405855e+00 -1.04034023e+01 -4.40632868e+00 -4.54137468e+00
 -5.14682817e+00 -7.21231365e+00 -4.14751291e+00  6.39560509e+00
  7.04339314e+00  5.10180569e+00  7.10840464e-01  1.74529582e-01
 -3.79663920e+00 -8.73170662e+00 -3.65695739e+00 -1.14209366e+00]"	cat
"[-1.97064392e+02  1.47699097e+02 -1.30303135e+01  5.48890419e+01
 -3.15861487e+00  3.06130466e+01 -3.17395091e+00  1.92811604e+01
  8.14348507e+00  2.31784892e+00  1.53893290e+01  1.89202309e-01
  1.93903770e+01 -1.89444768e+00  6.87239456e+00  3.38793874e+00
  5.23779488e+00  4.60238791e+00 -1.01014864e+00  6.62981939e+00
 -4.02399182e-01  8.79738903e+00 -2.22510409e+00  1.18562496e+00
  4.96304178e+00  2.38930559e+00  8.77374351e-01 -1.32977819e+00
  4.13853168e+00 -3.53721666e+00  7.35400975e-01  2.80214453e+00
  2.96703005e+00 -2.45126575e-01  4.82612342e-01  1.22407866e+00
 -1.45560527e+00  4.11010933e+00 -4.82843339e-01  3.18164714e-02]"	cat
"[-323.42606     160.20535     -28.66384     -24.341454     -7.711755
  -10.834126     -9.864842    -12.423995     -6.747269     -0.7213114
   11.032679     14.408283    -19.860744     -5.389956     27.85728
  -11.364073    -17.683874     -4.9366994   -22.011074     -8.920315
    3.9957504    -4.458727      3.7658696    18.006697     21.506186
   26.426626     17.81935      12.810094     11.323247     -1.011493
    1.3673781    -3.6626728    -9.8255415    -2.296958      0.85891485
   -1.63245      -6.6723113    -7.5083075    -3.2174065     2.9263613 ]"	dog
"[-2.9656335e+02  1.0510476e+02 -2.6423231e+01 -8.6374340e+00
 -6.4200401e+00  1.7968624e+01 -6.2525907e+00 -4.1621146e+00
 -3.4160510e-01 -2.3828111e+00  1.0397491e+01  1.2758659e+01
  1.7730988e+01  5.7398376e+00 -5.7604325e-01 -4.1873822e+00
 -4.0386047e+00 -1.6838056e+00  1.4352556e+00  3.8748181e+00
  2.7657497e+00  3.7356730e+00  1.7347548e+00  4.2120566e+00
  2.6348910e-01 -1.6217802e+00 -9.0457118e-01  1.5406809e+00
  4.1375751e+00  8.3869135e-01  2.5195043e+00  3.1854880e+00
  3.8529124e+00  2.1176260e+00  1.8018550e+00  2.6129110e+00
  1.7176059e+00  1.7493606e+00  5.2137721e-02  3.9888772e-01]"	dog
"[-348.97952     85.50416      4.01297     29.191313   -11.043768
   11.655416     7.3586564   20.512274    31.481842    19.762989
   21.050009    -7.9608154   -7.182246    -3.1053934    2.018978
   13.488359     4.0510535   12.37144     17.62777      2.652603
  -10.18251     -0.5539291    9.342939     1.2613037    6.0739036
   12.073035     2.3861396    0.8181622    5.835971    -2.6721365
   -4.7592635    9.304847     9.806406     2.9809496    4.691786
    0.8264641    2.4393833    4.8086967   -5.268074     2.3006947]"	cat
"[-4.4563470e+02  4.3918732e+01 -4.9006123e+01  7.6342854e+00
 -2.1575338e+01 -6.5140619e+00 -1.4360076e+01  2.0834851e+00
 -5.1516399e+00  1.0609692e+00 -3.0424640e+00 -3.6015456e+00
  5.4785695e+00 -9.6279612e+00  4.1252460e+00 -6.3018551e+00
 -2.2240222e+00 -4.0468969e+00 -5.5092888e+00  9.9480122e-01
 -3.5595083e+00  4.5265517e-01 -4.0052195e+00 -3.3740959e-01
 -2.7652431e+00 -3.9921567e-01 -1.0169744e+00 -2.1022961e+00
 -1.2595113e-01 -2.7483413e+00  6.7248815e-01 -1.4616822e+00
 -4.4899827e-01 -1.1017540e+00 -7.2144812e-01  4.3436685e-01
  5.9449351e-01  6.7723042e-01  2.2866140e-01  4.1915342e-01]"	cat
"[-4.1604199e+02  8.2228493e+01  4.7202766e+01  2.3681171e+01
  5.8141756e-01 -8.6257753e+00 -4.1231666e+00 -5.7145935e-01
  2.2704585e+00  3.3605397e+00  9.8963666e-01 -1.8902656e+00
 -1.5675666e+00 -2.9949015e-01 -9.2767358e-01  1.1875665e+00
  3.2171366e+00  1.5679880e+00  1.1011857e+00  1.3765771e+00
  1.8310291e+00  4.0565419e+00  6.2278080e+00  7.3578911e+00
  6.7172213e+00  5.2798328e+00  4.2800345e+00  2.4129729e+00
  6.3580507e-01 -7.3947802e-02 -4.1230127e-01 -2.3151156e-01
 -5.4343837e-01 -1.4062630e+00 -1.0498050e+00 -5.0874370e-01
 -1.1193607e+00 -1.2016391e+00  6.8562940e-02  1.0435460e+00]"	dog
"[-1.8352315e+02  1.3090355e+02 -6.0016926e+01  5.7778233e+01
 -1.8665499e+01  4.0687931e+01 -1.7366501e+01  1.8577599e+01
  1.3078515e+01 -9.3063364e+00  6.1212087e+00 -3.5961185e+00
  2.0701736e+01  1.7709275e+00  2.1298428e+01  6.8716174e-01
  2.7913060e+00  7.5109706e+00  1.2999034e+00  4.5230212e+00
 -1.1201389e+01  3.4912760e+00 -2.4698451e+00  6.1790013e+00
 -3.8050013e+00 -1.7025231e+00  7.2722821e+00 -3.6136765e+00
  1.9139941e+00 -2.8644705e+00  5.7243137e+00  1.4152598e+00
 -2.2824526e+00  8.5770041e-01  9.4631928e-01 -2.6840889e-01
  8.5201070e-02  5.1583200e+00 -5.6724265e-02  2.4362121e+00]"	cat
"[-3.5375616e+02  5.3464016e+01 -5.1208515e+01 -8.2207785e+00
  2.7229013e+01  9.6544065e+00 -4.6071778e-03  1.5460524e+01
  4.2229285e+00 -9.9758844e+00 -6.4132419e+00 -3.8389330e+00
  2.2392106e+00  5.7664042e+00  8.5680666e+00 -1.2613404e+00
 -7.0391812e+00 -6.8824115e+00 -1.1497422e+01 -3.0435615e+00
  1.9724820e+00 -3.8823243e-03 -5.0791516e+00 -7.8340807e+00
 -2.1378949e+00  6.5273720e-01 -2.6195145e+00 -5.0000200e+00
  6.4933391e+00  1.0051811e+01 -4.1185431e+00 -9.7642384e+00
 -4.1815019e+00 -1.4977744e+00 -5.8412490e+00 -3.0690148e+00
 -1.6243657e+00 -9.0787067e+00 -8.3771868e+00 -2.9575870e+00]"	cat
"[-2.8774231e+02  9.2177895e+01 -3.0619703e+01  6.9401689e+00
 -3.0488264e+01  9.4901686e+00 -5.8589439e+00 -4.0011373e+00
 -2.3044422e+00 -8.0732641e+00 -7.2335639e+00 -1.0738789e+01
  1.3785513e-01 -4.7971582e+00  9.5555630e+00 -7.0693555e+00
 -3.4179235e-01  7.6632104e+00 -3.8258736e+00  4.7086616e+00
 -9.5021381e+00 -4.4067326e-01  2.6327472e+00  1.8280356e-01
  3.5017436e+00  1.2762103e+00  4.1557817e+00 -2.9677148e+00
 -6.1085545e-02 -3.3735974e+00 -1.5528575e+00  2.9636242e+00
 -1.3368237e+00  2.4988019e+00  2.0460890e-01  1.9111436e-02
  6.9079340e-01  2.7581663e+00  3.4376917e+00 -1.2452462e+00]"	cat
"[-3.3237726e+02  9.9920570e+01 -8.6235115e+01 -3.6415054e+01
 -2.9696405e+01 -1.9699209e+01 -1.5741440e+01 -3.7711948e-01
 -5.7942209e+00 -5.5387902e+00 -3.7316601e+00 -1.1966086e+01
 -3.5863079e-02 -3.9867785e+00  2.4661334e+00  1.6885622e+00
  9.7865158e-01  2.4154632e+00 -1.3839717e+00 -6.1668366e-01
 -6.6233721e+00 -5.3646955e+00 -4.8382707e+00  6.3753992e-02
 -3.3718145e-01 -5.1622880e-01  2.1597383e+00 -2.6235995e+00
 -2.5148549e+00 -1.8086481e+00  2.4777606e+00  2.8315580e+00
  9.9823010e-01 -2.0075500e+00 -2.4888344e+00  4.7452903e-01
 -1.5228285e+00  6.9534630e-02  1.5898970e-01  4.1778322e-02]"	dog
"[-3.9050848e+02  9.1290436e+01  1.6078520e+01 -1.1926575e+01
 -3.6147931e+00  1.1137945e+01  3.3637047e+00 -2.5079560e-01
  2.5335593e+00  7.2669744e+00  8.8964882e+00  7.6613188e+00
  1.1220019e+01  8.6891232e+00  5.7518721e+00 -8.8639438e-02
 -2.7529244e+00  7.2395849e-01  1.0553811e+00  1.3109155e+00
  5.1336980e-01  2.7451112e+00  4.3808489e+00  3.1775103e+00
  2.5715144e+00  1.4972874e+00  1.2618872e+00  1.0507246e+00
  8.5492074e-01  4.2837736e-01  1.3446290e+00  1.9718919e+00
  1.2131689e+00  1.6612071e+00  1.6352519e+00  1.5548959e+00
  1.4519653e+00 -3.4339893e-01 -8.7661779e-01  2.9149675e-01]"	dog
"[-3.5179831e+02  3.8977135e+01 -1.0854289e+02  5.8575954e+01
 -4.3355873e+01  2.8406958e+01 -2.7737631e+01  8.0842477e-01
 -3.2506638e+00 -1.2618219e+01 -1.2546107e+00 -1.1059072e+01
  2.7786491e+01  3.8368325e+00  2.6068855e+01  1.0267224e+01
  5.4942284e+00  7.3133860e+00 -9.8169482e-01  2.3310018e+00
 -7.9396067e+00 -1.9184059e+00 -5.5176654e+00  9.9400272e+00
  2.8499503e+00 -8.9371258e-01  3.2426342e-01  4.0796523e+00
  2.9468005e+00 -6.3159428e+00  1.1881146e+00 -8.9445335e-01
  5.1435061e+00 -8.3162326e-01  9.5189542e-01  1.7405027e+00
 -1.4518735e+00  7.6692504e-01 -3.7119529e-01  1.5466204e+00]"	cat
"[-3.1931232e+02  1.3517932e+02 -2.2885302e+01  3.9703609e+01
 -7.3413744e+00  1.2538735e+01 -6.0646605e+00 -7.2760224e-01
  2.6737800e+00 -4.3271613e+00  6.4805794e+00 -5.1757460e+00
  1.9944086e+00 -8.0529842e+00 -2.5547686e+00 -2.3348122e+00
 -3.8301995e+00 -1.4634123e+00 -5.0256767e+00  1.6497985e+00
 -4.9669180e+00 -1.5326772e+00 -1.3466638e+00 -2.9219745e-02
 -4.2901769e-01 -9.4525236e-01  4.3005972e+00 -1.1963922e+00
  1.7382575e+00  9.8194611e-01 -1.2570269e+00 -1.7644918e+00
 -4.3698674e-01  1.9456623e-01 -1.5677934e+00  1.3558214e+00
 -1.8098974e+00  6.9858052e-02 -6.3328373e-01 -2.6455176e+00]"	cat
"[-2.8033264e+02  1.2054333e+02 -5.5285847e+01 -3.8883343e+01
 -4.1479580e+01 -4.9924690e+01 -3.1772774e+01 -1.2601445e+01
 -4.2220216e+00 -5.2311049e+00  1.0812359e+01  1.5565823e+00
 -7.7136512e+00  1.3276597e+01  1.2254360e+01  1.0038272e-01
 -5.4992909e+00 -6.0376968e+00 -4.8241019e+00 -8.3084364e+00
 -8.0451469e+00 -1.1344542e+01 -6.6951666e+00  3.2604837e-01
 -3.4703014e+00  6.4048181e+00  8.6999121e+00 -2.6431570e+00
  4.7199025e+00  4.7795453e+00 -1.2047952e+01 -8.7406368e+00
  5.7192354e+00  3.6427293e+00 -1.2166550e+00  1.0643131e+00
 -8.5246652e-01 -5.7215743e+00 -2.8250461e+00  6.2263012e+00]"	dog
"[-3.35872040e+02  1.50618622e+02 -3.53918304e+01  3.23369827e+01
 -1.38959055e+01  2.55789509e+01 -6.08138990e+00  1.40352020e+01
  5.83373308e+00 -2.74715471e+00  8.10073280e+00 -8.26931286e+00
  7.61704350e+00 -7.14325380e+00  4.58126307e+00 -1.01084268e+00
  2.02363348e+00  3.22741079e+00 -3.41671205e+00  5.84784269e+00
 -2.75657010e+00  3.70499730e+00 -8.42141628e-01  1.94576359e+00
  1.30445933e+00  1.44504082e+00  3.68744683e+00  1.75067469e-01
  4.97154522e+00 -1.86129123e-01  2.04102802e+00 -5.55063561e-02
 -7.42360353e-02 -2.93161541e-01 -1.35224974e+00  5.66826820e-01
 -1.37140357e+00  5.11666715e-01 -1.14939678e+00  6.84361994e-01]"	cat
"[-343.1189       95.26153     -37.95839     -52.546757     -3.1008904
   19.923063     -7.839313     -3.7082696    19.346413     20.337458
   -3.636123    -19.583788     -5.200297     -5.771023     -1.3356605
    7.223102      3.3357208     3.5002742    -6.288891     -9.741988
   -0.7927027     3.7675178     0.4361209    -6.2667165    -6.2631474
   -4.9528937    -5.0899386    -3.6866343    -1.0985271     1.9101843
    0.91658163   -2.2900987    -0.58336085   -0.8148606    -5.686351
   -5.2184067    -3.259176     -3.861676     -5.608965     -5.3586984 ]"	cat
"[-345.79993     73.6945      18.37943     32.127903    13.309842
   24.943653    16.833357    18.772799     6.6792436    2.5626898
   13.879962     7.740069     9.232863    10.705812    13.720575
    8.271745     9.549055     7.578976     2.7219927    5.5764184
    1.4432243    3.5817719    3.4678326    2.252552     3.2120736
    2.6795118    2.2525737    1.8987137    3.1848512    2.0788503
    1.8638023    1.9988648    1.8140934    2.555626     1.5451237
    0.8603485    1.846147     1.2804099    1.3549812    1.5515239]"	cat
"[-3.1900336e+02  9.0337784e+01 -2.1275494e+01 -2.5541595e+01
 -2.6211592e+01 -2.8782005e+01 -2.3630667e+01 -1.6424168e+01
 -6.3649640e+00 -2.7482758e+00  4.2454505e+00 -2.0345509e-01
 -6.1305037e+00  3.2439792e+00  1.7539201e+00 -7.4350467e+00
 -8.2084599e+00 -5.0896702e+00 -7.0269246e+00 -9.5015812e+00
 -3.7821083e+00 -3.6114144e+00 -4.4815083e+00  2.0296440e+00
  8.8348925e-01  1.4130610e-01  3.3945689e+00  5.0308299e-01
  3.8625914e-01  1.0389651e+00 -1.4243363e+00 -6.6379912e-02
  1.2810764e+00  1.7995065e+00  1.7989202e+00  4.3020907e-01
  9.5836478e-01  4.1820171e-01  1.6553714e+00  4.8408079e+00]"	dog
"[-3.9985178e+02  2.7178600e+01 -5.6241627e+01  4.3695637e+01
 -1.9812265e+01  1.9873222e+01 -7.7876573e+00  3.8745131e+00
  1.2594706e+00 -6.3902721e+00  3.0492911e+00 -2.2327845e+00
  2.1605122e+01  8.4783926e+00  1.5949082e+01  4.1549053e+00
 -1.8848333e+00  3.3127768e+00  8.9000130e-01  3.3835468e+00
 -4.7349806e+00 -2.1994852e-01  8.8421124e-01  8.8900032e+00
  5.3608742e+00  2.1034205e+00  2.9584348e+00  2.6082118e+00
  2.2365570e+00 -3.5528336e+00  9.5368874e-01 -3.9627218e-01
  1.9066883e+00  1.0888553e+00  1.5560223e+00  3.0454352e+00
  2.9746717e-01  2.7001595e+00  1.3995360e+00  1.3508739e+00]"	cat
"[-3.7811813e+02  6.7019043e+01  4.8158941e+00  1.5235176e+01
  4.4263978e+00  5.0908203e+00  1.0605531e+01  5.8619723e+00
 -2.4268188e+00 -6.7648392e+00 -7.7925839e+00 -7.0912380e+00
 -2.0206041e+00 -2.8983395e+00  8.5857056e-02 -2.8190130e-01
 -4.3052688e+00 -2.9760270e+00 -2.7011251e+00 -2.1773672e+00
 -4.1019301e+00 -5.5536695e+00 -4.7271423e+00 -8.7733543e-01
  2.4166422e+00  5.1954758e-01 -9.0070152e-01 -8.4247255e-01
 -7.2054911e-01 -2.1499348e+00 -2.1260269e+00 -1.2006558e+00
 -1.7774241e+00 -1.9528863e+00 -2.1356599e+00 -1.8542274e+00
 -2.4806373e+00 -3.1493371e+00 -4.0438066e+00 -4.4302468e+00]"	cat
"[-395.50735     31.631021   -61.89113     31.947182    -7.510247
   32.176567    16.30464      4.3399787    7.4599476    3.1958954
   14.518168     2.2859025    5.0362997    0.4461955    7.023761
    7.9246364    5.5807967    6.9952865    1.5287716    6.3325934
    8.274703     5.7953067    4.684702     9.285792     7.30358
    6.548341     7.095733     5.4092607    7.788027     6.0128617
    5.7876906    6.007808     4.175971     3.0760937    3.759972
    4.3759484    4.2471485    4.124004     6.486426     6.929898 ]"	dog
"[-4.2911209e+02  1.3163219e+02 -7.2438140e+00 -2.7179033e+01
 -1.8195190e+01  5.1972508e+00 -1.0236745e+01 -9.2894278e+00
 -6.8080487e+00 -5.0036473e+00  7.2110829e+00  1.9572899e+00
  5.5239048e+00  7.5591803e+00  4.7594070e+00  2.5776002e-01
 -1.3401917e+00 -3.1538303e+00 -5.2671070e+00 -4.2839050e+00
 -4.1381335e+00  1.8187317e+00  1.0068153e+00 -6.4246625e-02
  8.1834817e-01 -6.4694591e-02 -2.2400394e-01 -3.5432339e+00
 -3.3963974e+00 -3.7206018e-01  1.5474561e+00 -8.5064507e-01
 -1.0924045e+00 -1.5331103e-01 -1.6827903e+00 -9.3732214e-01
 -2.1529908e-01 -4.9547905e-01 -1.9497976e+00 -8.9836568e-01]"	dog
"[-451.72296     153.55449     -21.795223     38.614124    -21.91333
   21.335815     -8.674071      7.3530955     2.8779464    -5.8452334
    5.250551     -8.426182      6.5809684    -7.752093      5.764129
   -1.7921035    -0.7904247     2.5968087    -3.947047      3.3012917
   -5.3894844     0.7547178    -4.5164056    -1.1800456    -3.3747919
   -3.917875     -0.48321798   -5.948211     -1.2533537    -3.27328
   -1.72021      -5.7948375    -3.1116712    -2.4630241    -4.402124
   -1.8558028    -4.522553     -2.7955875    -3.471262     -2.185912  ]"	cat
"[-340.12564    159.39874    -22.758608   -28.66832    -13.762213
   -8.0096855   -6.39639     -2.973735   -10.300357    -1.5517273
   12.582122     1.6457626  -12.915235    -1.7806973   13.184873
   -5.7944736   -4.841211    -4.3032413  -16.479694    -7.3840513
   -0.7129338    4.366301    -3.166268    -3.448075     4.3355165
   -3.5217354   -2.601303     4.8457932    9.684469    15.535595
   19.886496    15.836738     9.888113     3.1659696   -1.6290256
    1.3817039   -2.9089007   -2.148298     1.6929734   -2.1690967]"	dog
"[-3.82336517e+02  1.23643654e+02 -4.86066551e+01  3.78496704e+01
 -1.86389751e+01  2.57194977e+01 -8.49657345e+00  1.08385744e+01
  6.10838509e+00  1.38743842e+00  8.74999237e+00 -4.83191586e+00
  1.20630989e+01 -1.85627818e+00  1.18421812e+01  1.14420772e+00
  3.44039297e+00  3.34176016e+00  1.03102148e+00  7.08924055e+00
 -4.28549576e+00  3.90324664e+00  2.06373358e+00  5.10831404e+00
  1.69305146e+00  3.80461907e+00  3.25289273e+00  4.81224418e-01
  3.71776533e+00 -2.22753024e+00  6.01713300e-01  1.03362894e+00
  2.56046629e+00 -3.85705605e-02  9.41922247e-01  1.38962507e+00
  1.86364830e-01  1.13546777e+00 -1.22765613e+00  6.01527631e-01]"	cat
"[-3.2686273e+02  9.0534081e+01 -3.4754318e+01  2.8253839e+01
  1.2138790e+00  1.4382934e+01  9.4480467e-01  1.1769662e+01
  1.3013558e+01 -3.0525255e+00  7.6456881e+00  3.1239579e+00
  1.0021872e+01  1.0179795e+00  1.7771806e+00  1.9598976e+00
 -1.0272650e+00  4.0250602e+00 -1.8572173e-01  3.4362636e+00
  2.4382167e-01  1.9342930e+00  2.7172761e+00  6.6125184e-02
  9.7108346e-01 -7.9771006e-01  5.3985602e-01 -3.8242215e-01
 -6.2854356e-01 -1.8428805e+00 -1.4975066e+00 -2.2930111e-01
  3.4509161e-01  3.2653129e-01 -3.2992068e-01 -3.0232472e-02
 -1.3275771e+00  5.6125295e-01  5.4982632e-01  4.5960541e-03]"	cat
"[-2.5679807e+02  1.8024695e+02 -2.4763239e+01 -2.8062004e+01
 -2.1826210e+01 -1.5519506e+01 -1.6106372e+00 -1.3035253e+01
 -1.1425720e+01 -6.2121811e+00  2.5064642e+00  9.0769615e+00
 -3.0089102e+01 -1.3266829e+01  3.1166546e+01 -1.0063185e+01
 -1.4896226e+01  6.4830914e+00 -1.3035624e+01 -4.1353911e-01
  1.5064367e+01 -5.8216267e+00 -5.5043793e+00  8.1086884e+00
  4.2128925e+00  1.9813610e+00 -6.6466331e+00 -3.4553735e+00
  1.2840055e+00 -1.3609002e+00  1.0411448e+01  8.3633413e+00
  1.0175541e+01  1.9741840e+01  1.3209039e+01  5.5678296e+00
  2.7899790e+00 -2.2800338e-01  3.8270011e+00  2.5711074e+00]"	dog
"[-1.99913452e+02  1.12222290e+02 -1.00466934e+02  4.36900520e+01
 -3.81723480e+01  1.26605968e+01 -1.88958092e+01  1.16981249e+01
 -2.68434286e+00 -1.16277237e+01  6.92764139e+00 -1.40156250e+01
  9.12100506e+00 -8.71822834e+00  7.45030451e+00 -5.51070757e-02
  8.66249055e-02  1.01751000e-01 -3.19411945e+00  4.43580294e+00
 -6.64175272e+00  3.28841090e+00 -2.27842045e+00  2.76981115e+00
  2.99939346e+00  2.34714651e+00  2.91832495e+00  1.49828732e+00
  2.64728737e+00 -2.10735655e+00  1.41101575e+00 -1.50499582e+00
  6.30842626e-01 -9.65577543e-01 -7.30985761e-01  7.87421986e-02
  1.48807317e-01  1.18134212e+00 -1.79552108e-01  1.29322124e+00]"	cat
"[-2.6387860e+02  9.9954437e+01 -7.0716949e+01  3.0344801e+01
 -1.9374149e+01  2.4575447e+01 -1.5428592e+01  3.0256834e+00
 -5.2373304e+00 -1.0045337e+01  5.7412086e+00 -1.0923098e+01
  1.5903195e+01 -4.1124039e+00 -1.6806533e+00 -7.8749542e+00
 -1.2269467e+01 -3.1539459e+00 -2.6152420e+00 -4.0244622e+00
 -1.2356600e+01 -5.2860146e+00 -3.0930815e+00  2.9937057e+00
 -5.8008857e+00 -1.1771790e+00 -9.6482474e-01 -7.2981291e+00
 -6.2598071e+00 -6.6052828e+00  3.9846611e+00 -8.2434177e+00
 -5.7823539e+00 -1.0447950e+00 -1.0866899e+00  3.1047199e+00
 -1.6925855e-01  1.7470031e+00 -4.1360650e+00  3.8612586e-01]"	cat
"[-2.17665710e+02  1.06139977e+02 -8.49744339e+01  6.68662872e+01
 -3.47783241e+01  3.09240150e+01 -1.99964905e+01  1.14195900e+01
  1.21815710e+01 -4.67690754e+00  1.29958696e+01 -1.13433056e+01
  1.26083469e+01 -1.05678463e+01  8.12740707e+00  5.14703798e+00
  7.27438831e+00  1.20022335e+01  4.87344265e+00  1.33060856e+01
  2.40992099e-01  7.56839418e+00  5.62833428e-01  4.63437748e+00
  3.25362539e+00  1.02688253e+00 -1.25019920e+00 -4.08213282e+00
  4.11802578e+00  5.58775604e-01  3.99723649e+00  1.34912682e+00
  7.63807487e+00  9.16232204e+00  7.10936260e+00  5.36681843e+00
  2.93185663e+00  4.01793957e+00 -1.28144190e-01  4.32337141e+00]"	cat
"[-2.9828101e+02  1.5724736e+02 -2.1776613e+01 -4.2212090e+01
 -1.5908588e+01 -9.2467289e+00 -9.6763096e+00 -1.2792099e+01
 -1.8532789e+01 -3.3223183e+00  1.3847993e+01 -2.6532122e-01
 -1.3280010e+01  5.0704365e+00  1.0314965e+01 -1.6076971e+01
 -1.4922476e+01 -5.2951622e+00 -1.0890827e+01 -1.8429569e+00
  4.6185470e+00  5.0447536e-01 -2.8130944e+00  1.6621394e-01
  3.3886864e+00 -2.3465650e+00 -1.9937537e+00  8.4113398e+00
  1.1657588e+01  1.0872220e+01  1.4142599e+01  8.6363564e+00
  2.5097649e+00  3.4582894e+00  3.4743207e+00  5.9283314e+00
  4.1555247e+00 -1.6083915e+00 -2.9306035e+00 -5.9539437e-01]"	dog
"[-324.2302     143.41171     -5.687311    55.536663   -11.310511
   32.07877     -8.458943     8.700598     1.9673163   -4.7357354
   11.500832    -4.4075685   12.423566    -4.4970098    7.054124
   -2.2493222   -2.366064     0.6145673   -5.9523096    2.9141335
   -2.1112795    8.352602     1.2362577    5.1005993    4.7964334
    4.0023003    6.039644     1.1412456    5.6378617   -1.0862982
    1.3111717   -1.2741956    0.7443944    1.2986097   -0.3456997
    1.5668136   -1.2875414    1.6143154   -1.6388655   -0.5501338]"	cat
"[-3.8299026e+02  1.0994749e+02 -1.2056406e+01 -1.4850404e+00
 -3.2297920e+01  1.8709436e-01 -5.5524200e-01 -1.4858198e+01
 -1.0676562e+01 -7.7794151e+00 -8.8282852e+00 -8.7711954e+00
  7.0125735e-01 -7.7781038e+00  6.1053669e-01 -4.5329475e-01
 -5.8759842e+00 -1.0141643e+00 -3.9970455e+00  4.5364714e+00
  4.6829100e+00  3.2585406e+00  4.0266371e+00 -3.0416455e+00
 -4.5518084e+00 -3.2433789e+00 -3.6709695e+00 -8.6836404e-01
 -1.4643884e+00 -5.3279862e+00 -3.0350983e+00 -1.4141476e+00
  2.4408747e-02 -1.0143892e+00 -2.0770450e+00 -7.8992265e-01
 -1.5068377e+00 -3.7997943e-01 -1.3943977e+00 -1.4854723e+00]"	dog
"[-3.1237051e+02  9.5811470e+01 -2.2487961e+01  3.3328011e+01
 -1.3981791e+01  2.8793167e+01 -4.4869652e+00  4.5473051e+00
  5.8626270e+00 -1.1512192e+00  7.3470731e+00 -4.9937716e+00
  5.1497726e+00 -5.5647159e+00  1.1655589e+00 -3.6335704e+00
 -3.2454506e-01  1.0594879e+00  9.6927303e-01  6.0636969e+00
 -8.5987228e-01  1.8204340e+00 -5.1261382e+00 -1.2841153e-02
 -2.2876339e+00 -5.0354595e+00 -4.0045524e+00 -5.1080785e+00
 -3.0395183e-01 -2.7110991e+00 -1.8471522e+00 -3.4866014e+00
 -2.9165161e+00 -3.6701872e+00 -2.6180151e+00 -1.7073504e+00
 -1.5144944e+00  7.4820161e-01  6.5227371e-01  2.0416429e+00]"	cat
"[-2.74749786e+02  1.09395355e+02 -2.80724430e+01  4.71465302e+01
 -9.80268574e+00  2.97570648e+01 -3.87223744e+00  1.23057203e+01
  8.52501750e-01 -1.18862975e+00  5.74561834e+00 -9.08174801e+00
  1.53841295e+01  9.29430962e+00  1.99911900e+01  1.87197804e+00
 -4.07902813e+00 -5.42355394e+00 -3.30476284e-01  1.11304264e+01
 -1.80363500e+00 -3.03104854e+00 -9.60147095e+00  2.17086935e+00
  6.18600607e+00  3.44732165e+00  3.43999028e+00  8.96619606e+00
  9.95693588e+00 -3.13649821e+00 -3.01276422e+00  3.88196170e-01
  4.07300425e+00 -1.75635064e+00 -2.89744169e-01  1.19407743e-01
 -3.56572127e+00  1.79961133e+00  5.75286818e+00  5.96955824e+00]"	cat
