Features	Class
"[-3.1063135e+02  1.1142960e+02 -1.8146986e+01  4.2198254e+01
 -9.9193287e+00  1.9897516e+01  3.0462368e+00  8.4465008e+00
  4.2338581e+00 -3.1130986e+00  9.2593479e+00 -2.2026677e+00
  8.1797667e+00 -2.1255038e+00  5.6744232e+00  5.5213304e+00
  6.5466766e+00  1.0081185e+01  3.1680908e+00  6.7181334e+00
 -3.3336017e-01  3.3052287e+00  1.9037889e-01  1.5962826e+00
  3.4940058e-01 -3.7095072e+00  2.3148681e-01 -2.0345106e+00
  9.3281507e-01 -8.9050531e-03  7.2688705e-01 -8.2285589e-01
  1.5209029e+00  1.6835213e+00 -1.5090152e+00  1.2750404e+00
 -5.9829801e-03  1.7704248e+00 -2.3645630e+00 -1.9705862e+00]"	cat
"[-292.7679      118.35591     -60.667015    -29.936722    -27.66036
  -29.684704    -21.905697    -20.586473     -6.113727    -11.085489
   -2.1004775     7.559303      0.71545726    4.3799596    -2.8993504
  -13.289111     -7.2557855    -1.2409748    -4.5098963    -4.4997535
    1.3279837    -1.8255192    -4.0230165    -1.1092329    -3.051148
   -0.7777643     0.7648339    -4.410937     -3.388203     -1.3413498
   -3.1448767     1.0518775     4.571931      2.4835217     0.3236162
   -1.5269536    -1.6034349    -1.2496908     0.5075259     1.9033538 ]"	dog
"[-3.3196844e+02  8.3129707e+01 -2.6474638e+01  2.6289328e+01
 -2.0061598e+01  9.1261778e+00 -9.6523123e+00  1.7549000e+00
 -7.0840588e+00 -1.7102896e+01 -1.1682969e+01 -2.3024416e+01
 -4.4427047e+00 -1.6393520e+01 -4.4840083e+00 -6.0563807e+00
 -7.7524471e+00 -8.1278700e-01 -7.8066893e+00 -4.0919900e+00
 -1.0092826e+01 -2.6644330e+00 -8.4089994e+00 -7.1937981e+00
 -4.2762799e+00 -6.9690781e+00 -1.7890552e+00 -5.8294120e+00
 -5.2712363e-01 -2.6923707e+00 -1.8816540e+00 -1.1646448e+00
 -2.6436787e+00 -3.1714895e-01 -1.8596191e+00  4.4657952e-01
 -7.2288591e-01  4.6670851e-01 -6.5373170e-01 -4.2599645e-01]"	cat
"[-2.97879608e+02  1.16407234e+02 -1.17701235e+01  3.86058464e+01
 -1.39830303e+01  2.76844215e+01 -2.88099718e+00  5.14893055e+00
  6.12557113e-01 -4.88576412e+00  1.02543650e+01 -2.70655513e+00
  8.86799908e+00 -8.33235073e+00 -2.88838291e+00 -9.31332016e+00
 -3.57785106e+00  2.97399354e+00 -6.57636261e+00  5.86466074e-01
 -4.57859993e+00  5.23799992e+00  5.73909104e-01  4.31731105e-01
  1.08324301e+00  8.52504373e-03  2.27791262e+00 -2.15127015e+00
  5.24985933e+00  7.84978196e-02  1.49206206e-01  2.08647585e+00
  3.53010583e+00  1.79881990e+00 -7.19151556e-01  1.16490901e+00
 -4.26425171e+00  3.36498022e-01  5.69239020e-01 -8.08987439e-01]"	cat
"[-297.32858    106.9359     -34.53233     34.68943     -7.063206
   28.696518    -5.6552467   14.754626    12.867897     7.523683
   18.654964     6.3377805   19.9924       1.364335     8.00849
    3.6245148    8.97386      6.847258    -3.9004862    8.26252
    6.178132     9.393787     3.5692477    3.7172608    2.516352
    3.6278555    2.5145493    3.900627    10.016686     2.6122594
    2.8364885    0.7491778    3.649254     2.4694884   -1.1792928
   -1.7789648   -3.3557222   -4.295215    -4.3034253    3.9539788]"	cat
"[-2.94833069e+02  1.20695724e+02 -8.52474213e+01 -4.27403336e+01
 -7.19007921e+00 -1.82838936e+01  8.62690508e-01 -8.28173447e+00
 -4.73144531e+00  1.38055763e+01 -5.26342583e+00 -3.39655280e+00
  1.57893362e+01  4.07039404e+00  2.41603792e-01  8.92566395e+00
  3.76267695e+00 -1.43839622e+00 -3.51840520e+00 -7.06220961e+00
 -7.42143154e+00 -5.20342970e+00 -1.88675129e+00 -2.40646410e+00
 -5.01422024e+00 -6.55416548e-01  2.48766494e+00 -3.46796656e+00
 -3.41762877e+00  5.30638647e+00  2.09772778e+00 -6.08072948e+00
 -2.01276541e+00 -3.93998694e+00 -9.64319801e+00  4.19534236e-01
  2.39649034e+00 -8.57763767e+00 -6.59003210e+00 -1.43450272e+00]"	cat
"[-3.16240265e+02  1.26028786e+02 -4.82604170e+00 -1.39213724e+01
 -1.43806791e+01  6.74807167e+00 -1.04035625e+01 -4.22694254e+00
 -2.08712234e+01 -2.97416954e+01 -6.28361607e+00 -6.72614145e+00
 -9.53461409e-01  9.87958908e+00  1.26980753e+01  1.04637384e+00
 -8.33577216e-01 -4.22997808e+00 -1.50702500e+00  8.34237814e-01
 -4.37800503e+00  2.86378175e-01 -3.86212921e+00  4.07434654e+00
  4.16494465e+00  1.63492337e-01  4.96775198e+00  2.60919213e+00
  5.95484912e-01 -4.25372362e+00 -7.95999467e-01  3.61178845e-01
 -7.90153623e-01 -5.82787454e-01 -5.96123397e-01 -1.97784439e-01
 -2.39474702e+00  9.71363842e-01  1.16980231e+00  1.81327629e+00]"	cat
"[-248.78642    172.14864    -11.931808   -26.468294   -18.651821
   -5.3367       2.1141484  -14.698299   -15.256733   -12.030174
    8.669847    17.255833   -21.616446    -8.870472    27.351917
   -5.0972543  -16.045551    -2.5510077  -17.439445    -5.361696
    9.277082    -1.2183537   -1.5994842    4.972418    12.940693
   12.011338     7.229804    18.049347    20.138422     9.003549
    4.627628    -0.8780683   -3.7052925   -1.658784    -3.265463
   -2.8291807   -4.81354     -3.5429156    1.3131583   -3.8888016]"	dog
"[-3.3402325e+02  1.2958727e+02 -1.5003771e+01  2.4661455e+01
  5.5334252e-01  4.0865068e+00 -1.7118236e+00 -1.5113302e+00
  9.6383899e-02 -5.5185275e+00  3.0605042e+00 -8.4884256e-01
  2.1771715e+00 -3.7071035e+00 -1.8591574e+00  6.1962783e-01
 -2.0627272e+00  4.2499542e-02 -2.5424185e+00  8.1071353e-01
 -2.0163839e+00 -1.3929930e+00  5.6349391e-01 -6.9072771e-01
 -6.7702347e-01  5.4872014e-02  3.8714473e+00  7.3313248e-01
  1.8928510e+00  2.4942453e+00 -1.4446164e+00 -1.7237538e+00
 -1.1583378e+00 -3.4497938e-01 -5.0533640e-01  5.5290669e-01
 -8.4911621e-01 -4.8694914e-04 -2.2446935e-01 -1.9332943e+00]"	cat
"[-1.5892047e+02  1.6131551e+02 -8.7379860e+01  2.9380121e+01
 -2.5965548e+01 -9.6605909e-01 -2.0348141e+01 -8.6212082e+00
 -1.2900733e+00 -1.3870614e+00  1.2596852e+01 -3.5010643e+00
  6.4157615e+00 -9.3690138e+00  9.8431742e-01 -3.0610874e+00
 -5.7468176e+00 -9.9095654e-01 -1.9553182e+00  5.6709366e+00
 -7.0125933e+00 -6.5360278e-01 -2.4405711e+00 -6.6137886e-01
  7.3273128e-01  9.6200985e-01  4.3631454e+00 -7.9650652e-01
  3.3612089e+00  5.0006974e-01  2.6567001e+00 -1.3995519e-01
  6.2789786e-01  3.1624382e+00  6.6436231e-01  3.0503254e+00
  3.5170794e-01  2.1074674e+00  1.1028231e+00  1.9911687e-01]"	cat
"[-3.2959042e+02  1.5963338e+02 -4.3740906e+01 -2.5752813e+01
 -4.1022663e+00 -9.8904428e+00 -1.0614092e+01 -1.0421748e+01
 -1.7209286e+01  6.5583434e+00  1.6414837e+01 -4.6375189e+00
 -5.4192586e+00  5.2334070e+00  1.0733005e+00 -1.9405155e+01
 -1.0074880e+01 -2.9802151e+00 -8.0408754e+00  1.2918036e+00
 -4.8959562e-01 -2.2948353e+00  1.2458180e+00  4.9997873e+00
 -1.0136511e+00 -8.3092251e+00 -1.0041802e+00  5.0114715e-01
 -2.3251059e+00  5.5603094e+00  1.4718473e+01  1.5804009e+01
  1.5410075e+01  1.3811495e+01  7.4005408e+00  3.8919809e+00
  4.6897974e+00  1.2968847e+00 -2.0115924e-01  8.0935091e-01]"	dog
"[-356.59943     76.54255     -5.687022    -3.9260504  -16.342773
   -3.8178954   -5.553984   -29.458506   -18.804884   -11.0934105
   -9.427139    -2.0250325   -7.7962623   -8.093554     1.3844057
    5.6866965   10.9812      14.912758    12.925498     4.3450007
   -9.881716   -14.589138    -7.5685496   -2.4257238   -4.8274455
   -9.780002   -10.550405    -9.01262     -6.8795886   -4.560902
   -6.987675    -6.32674      3.107972     5.8011746    1.6904044
    1.6454716    2.486151     2.2118263   -2.0593705   -5.7428455]"	cat
"[-205.80994     159.02554    -101.97665       5.1804204   -27.064152
  -26.861525    -30.752913    -13.7606      -26.299707    -11.854412
   -9.745776    -11.660075      9.376333    -18.333868      0.9522299
  -15.254406    -10.6684065    -2.629044    -15.054086      3.8287957
  -14.298703     -5.3509035    -1.547317     -5.1681747     0.8714773
   -4.4858437    -0.7346419    -4.725171     -5.457754      2.3103774
    1.0811101    -6.5821033     1.2488428    -0.71317786   -0.7312112
    1.9587842    -4.7776713     0.40155688   -4.7524934    -2.5360548 ]"	cat
"[-3.94767609e+02  1.34886948e+02 -1.19335175e+00  3.26988678e+01
  5.51079226e+00  5.03760052e+00 -8.90926456e+00 -6.08493042e+00
 -9.88561726e+00 -1.52531500e+01  5.90128824e-02 -1.31356735e+01
 -5.71235895e+00 -3.47986126e+00 -7.70758820e+00 -4.10463619e+00
 -6.52630663e+00 -4.52357054e+00 -4.13988447e+00 -4.90461540e+00
 -6.00981760e+00 -4.08444548e+00 -5.21868992e+00 -1.96084499e+00
 -3.05353165e+00 -3.96931243e+00 -5.47482073e-01 -6.19621372e+00
 -1.46887422e+00 -2.57391047e+00 -3.82732105e+00 -6.71370983e-01
 -4.08071566e+00  6.00039244e-01 -1.77918446e+00 -3.26958585e+00
 -1.55403590e+00 -4.31740284e+00 -1.22782230e+00 -2.33973876e-01]"	cat
"[-2.82900055e+02  1.14322670e+02 -2.93749237e+01  6.24760742e+01
 -2.47754383e+01  3.49252205e+01 -1.92956913e+00  1.57045975e+01
  1.54153996e+01  5.83539820e+00  1.80485840e+01  4.13798332e+00
  1.70802212e+01 -5.46998549e+00  3.42418575e+00 -7.45564270e+00
  1.38531423e+00  2.48872375e+00 -6.67991543e+00 -1.17279164e-01
 -5.74157095e+00  5.67152882e+00 -2.00658274e+00  1.36638582e+00
 -2.32343793e+00  1.14388168e+00  1.57136965e+00 -2.92497849e+00
  6.30005693e+00 -8.64301741e-01  6.47676885e-01  2.20826554e+00
  5.29665995e+00  8.75243008e-01 -1.50053456e-01  6.85775578e-01
 -2.50889230e+00  3.20668793e+00  2.45409060e+00  2.65190363e-01]"	cat
"[-2.76497406e+02  1.61873627e+02  7.03271198e+00 -1.44182625e+01
 -2.91812840e+01 -9.03469181e+00 -1.62187424e+01 -5.05886745e+00
 -3.58552957e+00 -1.50529490e+01 -5.98202610e+00 -7.70273161e+00
  1.58994782e+00 -1.82999194e+00  8.11876833e-01  1.31921329e+01
  1.25247078e+01  7.81993341e+00  2.29711652e+00  4.10655546e+00
 -1.47322977e+00 -4.96019506e+00 -1.47421694e+00 -5.67017031e+00
 -1.10687418e+01 -7.23553276e+00 -2.04058337e+00  2.16964260e-02
  4.00861120e+00  5.38283920e+00  6.13082600e+00  7.25031257e-01
 -2.40105653e+00 -7.97466159e-01 -7.15644896e-01  2.39354491e+00
 -8.70510936e-01 -1.56774116e+00 -5.14582515e-01 -2.37871122e+00]"	dog
"[-4.4789987e+02  1.5310031e+02 -8.8611774e+00  4.9753944e+01
 -2.1331362e+01  2.8949146e+01 -5.8715377e+00  1.0008459e+01
  1.0248672e+00 -5.4879360e+00  5.4013262e+00 -8.3132734e+00
  9.1670818e+00 -9.4705944e+00  9.2327728e+00  1.8682948e+00
  3.0320685e+00  3.9002523e+00 -4.9982076e+00  2.8963015e+00
 -9.0308294e+00 -9.3605322e-01 -5.0784788e+00 -2.7182498e+00
 -3.7296703e+00 -2.8080730e+00  8.8696080e-01 -2.2171144e+00
  1.0711217e+00 -2.9280338e+00  3.1197289e-01 -2.4455140e+00
 -2.9613563e-01 -2.5872972e+00 -3.2371950e+00 -1.7878573e+00
 -5.1073709e+00 -2.2317150e+00 -4.2416234e+00 -1.5729870e+00]"	cat
"[-4.1571704e+02  1.0111289e+02 -1.7511554e+00 -6.7730136e+00
 -1.6125877e+01  8.5155897e+00 -6.9780865e+00 -9.3250504e+00
 -3.2766821e+00 -2.6005890e+00 -1.0877067e+00 -5.2099833e+00
  3.6297266e+00  4.5899053e+00  4.6133223e+00 -2.6659334e+00
 -3.6978846e+00 -2.4925315e+00 -5.4375525e+00 -3.8387976e+00
 -4.8875055e+00 -2.2876008e+00 -2.2376075e+00 -2.1807268e+00
 -3.1388280e+00 -2.2993777e+00 -5.4639322e-01 -1.4045997e+00
 -9.9270123e-01 -1.6116749e+00 -1.1515074e+00 -5.2110231e-01
 -2.1141149e-01 -1.0959159e+00 -5.8147055e-01 -1.4131782e+00
 -1.4573090e+00 -2.1216060e-01 -9.9488479e-01 -6.7287892e-01]"	dog
"[-3.48466705e+02  1.25656395e+02 -8.94946480e+00 -6.88658094e+00
 -2.95186977e+01 -9.02132130e+00 -1.72881641e+01 -2.14683361e+01
 -1.44375257e+01 -9.76902962e+00  5.17575666e-02 -7.00888014e+00
 -6.80830061e-01  9.23167884e-01 -2.59318280e+00 -7.91863966e+00
 -4.04857445e+00  8.20650876e-01 -3.71338439e+00 -2.59580159e+00
 -6.47699261e+00 -1.42706323e+00  1.47146094e+00 -1.47472417e+00
 -1.41757202e+00 -2.28636813e+00 -4.76943642e-01 -2.97613907e+00
 -2.58391166e+00 -1.66096795e+00 -2.88602209e+00 -2.14897323e+00
 -5.18911146e-02  8.18066418e-01 -6.24338627e-01 -1.37256116e-01
 -6.71917260e-01 -3.88185352e-01 -7.91638672e-01 -7.18036413e-01]"	dog
"[-1.3164571e+02  9.7429276e+01 -7.7102211e+01  6.2982643e+01
 -6.3810879e+01  3.4078449e+01 -2.7294056e+01  6.1337395e+00
 -1.8750298e+01 -7.8043823e+00  1.0566044e+00 -1.4326922e+01
  1.9853712e+01 -1.1021423e+01  1.4254872e+01 -1.2889982e+01
  6.1385388e+00  2.1679063e+00 -8.0652609e+00 -5.8185921e+00
 -7.7159591e+00  1.1118987e+01 -3.6542976e+00  4.4524636e+00
 -6.2460313e+00  1.7943897e+00 -4.5585628e+00 -4.0005980e+00
  3.6057978e+00 -7.7138931e-01  6.7402638e-02 -2.1105454e+00
  1.0503476e+01  2.4894886e-01  1.6869876e+00 -1.2996467e+00
 -3.0931411e+00 -6.9785571e-01  1.4457948e+00 -4.6551993e-01]"	cat
"[-2.7183481e+02  1.5083405e+02 -7.1294098e+01  4.7008213e+01
 -3.1600800e+01  2.2853819e+01 -2.1013697e+01  5.8924594e+00
 -6.7636843e+00 -5.3650379e+00  6.7455812e+00 -1.1156550e+01
  1.0940681e+01 -1.1127577e+01  7.2893529e+00 -5.7349639e+00
  2.2158632e+00  2.2936053e+00 -1.8209623e+00  5.2256927e+00
 -3.6281879e+00  6.3277125e+00 -1.4135716e+00  5.7687511e+00
 -5.4091759e-02  3.6679044e+00  3.4691713e+00  7.9419106e-01
  4.3400364e+00 -1.7246138e+00  3.2545865e+00 -1.1356798e+00
  1.6504333e+00 -2.3855025e-01  1.1447393e+00  1.5388756e+00
  9.5814103e-01  1.6638602e+00 -1.1604691e+00  1.0633808e+00]"	cat
"[-293.0656      74.04342    -56.543373    23.869835   -22.106697
   11.536454   -14.645064     9.318966     2.2864776   -2.146235
    1.3862056  -16.229282     1.492256   -10.083986     7.158881
   -4.244179    -2.7829082    1.0767272   -9.342623    -2.890475
   -8.537942     1.0634423   -4.5026712   -2.4852493   -3.9042141
   -4.4188232   -2.3709505   -7.2344284   -2.1302044   -5.0339293
   -2.099978    -3.6018953   -2.9612238   -3.4138165   -3.8902972
   -2.5169396   -3.823784    -1.60627     -4.854724    -2.25608  ]"	cat
"[-2.9992368e+02  1.1510021e+02 -6.6277089e+00  4.2834091e+00
 -7.6699944e+00  9.4498158e+00  7.3735380e+00  1.1540584e+01
  2.0197518e+00 -4.7656159e+00  5.2684612e+00  6.7664013e+00
  7.9907351e+00  3.1179667e+00  5.5495849e+00 -3.7356448e+00
 -3.5801804e+00  4.1962326e-01  9.2911071e-01  1.9065305e+00
 -6.0838332e+00  6.6642717e-02  5.9412670e+00  7.6999798e+00
  6.2497268e+00  5.1392055e+00  4.8857536e+00  5.2766681e-01
  4.3887049e-02  3.0278656e-01  2.7212832e+00  7.2393864e-01
 -1.6519767e+00  3.2150099e-01  1.0792227e+00  1.2156595e+00
  1.8986431e+00  1.2509216e+00 -1.4530255e+00 -1.0718707e+00]"	cat
"[-3.0183008e+02  9.3847939e+01 -6.0322113e+01  3.1555931e+01
 -3.1128706e+01  1.9730762e+01 -1.8724306e+01  7.6222849e+00
 -2.8222485e+00 -5.8634920e+00  3.8611140e+00 -1.4577949e+01
  5.6419802e+00 -1.2030736e+01  7.8228064e+00 -7.1363893e+00
 -2.7608399e+00  3.9638433e-01 -9.3307047e+00 -8.1986517e-01
 -9.8286228e+00  1.2481647e+00 -6.4092736e+00 -2.3220227e+00
 -5.2570968e+00 -4.2212205e+00 -1.4180650e+00 -6.8873768e+00
 -3.1967077e+00 -6.8331914e+00 -2.6239756e-01 -4.7903676e+00
 -3.3708577e+00 -3.2448161e+00 -3.1584127e+00 -2.2319143e+00
 -4.5041652e+00 -7.2845286e-01 -3.5684831e+00 -1.3899568e+00]"	cat
"[-122.81405     113.84129     -48.702454     40.257442    -33.230972
   27.035746    -16.863117      3.6072133    -1.7677312   -10.794453
    4.8179736   -11.625829     11.701447     -7.6535597     4.128198
   -1.1187687     2.4598584     2.4538255    -4.308899      3.080419
   -6.5823803    -0.22824088   -9.015888     -2.124628     -5.031152
   -5.1426463    -3.3435318    -6.911613     -0.42345616   -7.475749
   -3.609357     -5.5006695    -2.5182402    -3.0850513    -2.8019218
    0.5554548     1.1563766     8.985478      5.8683844     3.243427  ]"	dog
"[-2.6318390e+02  7.3313515e+01 -7.1275909e+01  5.9513794e+01
 -3.0272598e+01  1.6135420e+01  5.9885750e+00  8.3069181e+00
  2.4058115e+01  2.2424519e+01  3.1449659e+01  6.3752785e+00
  7.1464205e+00 -1.8430889e+01 -4.5263309e+00  1.0291830e+01
  9.4679575e+00  4.5518832e+00  2.4424459e-01  2.3457499e+01
  7.3063016e+00 -4.4083014e+00 -3.1590596e-01  4.1401858e+00
 -2.2255284e-01 -1.1306100e+00  1.2790151e+01  6.7372274e+00
  1.9382302e+00  5.4361024e+00  5.7081647e+00 -3.9816821e+00
 -1.4007096e+00  3.1806300e+00 -2.9409189e+00  3.5464635e+00
  2.8817990e+00  3.2715866e-01  7.4602968e-01 -2.5783927e+00]"	cat
"[-2.25780960e+02  1.75582520e+02 -2.71390476e+01 -2.11406231e+01
 -1.04434128e+01 -1.37329617e+01 -7.93591833e+00 -1.80943146e+01
 -1.67926426e+01 -7.83572865e+00  7.78034449e+00  1.68973064e+01
 -2.05365486e+01 -1.04968452e+01  2.69357567e+01 -8.54002285e+00
 -1.17696161e+01  1.75132823e+00 -2.23256054e+01 -1.04893875e+01
  8.72687340e+00 -2.04347968e+00  5.98240280e+00  2.20838089e+01
  1.74820194e+01  1.33372459e+01  1.81050813e+00  2.27480578e+00
  7.70418310e+00  3.10287905e+00  1.17020750e+01  6.11476135e+00
 -1.74177930e-01  4.67935753e+00  9.13830996e-01 -3.05929017e+00
 -4.06238890e+00 -5.92796230e+00 -1.49793124e+00  3.98988008e+00]"	dog
"[-2.6671896e+02  1.1068885e+02 -2.2283564e+01  1.8179131e+01
 -2.6420698e+01  1.8012327e+01  2.4162378e+00  7.6707082e+00
  1.8519992e+00 -6.9274912e+00  7.5099735e+00 -3.3826890e+00
  6.6983409e+00 -6.1916299e+00  2.4435633e-01 -1.0088243e+00
  1.4813328e-01  5.9055667e+00 -5.2131130e-03  5.9605546e+00
 -1.6292089e+00  1.3054551e+00 -3.9649804e+00 -3.0814426e+00
  1.1307036e+00  2.2338552e+00  6.8204637e+00  1.3546240e+00
  3.4382432e+00 -7.7071957e-02  1.5158854e+00  4.1060859e-01
 -7.8694594e-01  1.4409097e+00 -2.9486483e-01  2.9631286e+00
  9.3645155e-01  2.1360662e+00  7.5750554e-01  1.0837897e+00]"	cat
"[-274.4455       68.382744    -70.38874      19.675898      6.137833
   11.167877     -3.2115397    -6.0120997    -8.836712      6.5822897
   -1.7023457     5.2832727    36.507298     12.554015     17.07349
   -3.4657185   -13.394294     -4.9697413     3.4146385    16.090855
   -5.7170653    -1.3968889     2.9476814    14.164336     10.254509
   -5.1071887     7.848088      5.160251     -2.4139342   -12.109216
   -2.2487757     8.152938     -2.770282     -5.644844     -4.37649
   -2.9835534     0.88199437    9.643356      4.8214326    -2.7873085 ]"	cat
"[-3.2154440e+02  1.5593309e+02 -2.1553694e+01 -3.9715340e+01
 -2.1970490e+01 -1.5223258e+01 -1.2594393e+01 -1.2110589e+01
 -1.3476539e+01 -4.1665845e+00  1.2444747e+01  7.4503918e+00
 -1.2559684e+01 -1.8603525e+00  1.2109659e+01 -1.2820347e+01
 -1.3866216e+01 -1.5215935e+00 -8.6830769e+00 -1.5763378e+00
  7.9229441e+00  7.5584731e+00  5.7398443e+00  1.0391976e+01
  1.4194023e+01  8.0663958e+00  5.8414040e+00  1.2158367e+01
  9.3907137e+00 -1.0368458e+00 -3.4874215e+00 -8.3614464e+00
 -6.0147519e+00  2.7010248e+00  1.0682529e+00  1.1446261e+00
  6.0384240e-02 -3.2402117e+00 -2.3239090e+00 -2.4668491e+00]"	dog
"[-2.6464218e+02  1.0974660e+02 -1.4631708e+01  5.3107224e+01
 -1.6592909e+01  2.8151150e+01  1.0342958e+00  1.2567866e+01
  1.5748336e+01  7.0362430e+00  1.7883770e+01  3.8421748e+00
  1.3479490e+01 -2.8426940e+00  5.1168650e-01 -6.3538437e+00
 -3.0000550e-01  3.1351759e+00 -5.7608571e+00 -2.3535385e+00
 -5.3706112e+00  3.9636447e+00 -2.6689844e+00 -2.5627500e-01
 -1.2693957e+00  6.4982831e-02  1.5017543e+00 -2.3563895e+00
  6.0389662e+00  7.9248838e-02  9.8220217e-01  2.6410344e+00
  3.5617480e+00  2.3351488e+00  3.9062551e-01  1.1007878e+00
 -1.3743962e+00  2.7164233e+00  1.7540096e+00  4.1006127e-01]"	cat
"[-3.43396729e+02  1.23116295e+02 -5.46112213e+01 -3.29754791e+01
 -5.30406332e+00 -1.59969997e+01 -1.63783607e+01 -7.78913736e+00
 -8.91095924e+00  7.99837542e+00  1.67759895e+01  1.95643497e+00
  5.17788506e+00  8.78258133e+00 -1.05360413e+01 -2.56098270e+01
 -8.30431080e+00 -9.15757358e-01 -4.07047224e+00  4.95540333e+00
  9.55992413e+00  1.83449059e+01  1.70865002e+01  1.05027628e+01
  9.15252781e+00  3.13354254e+00  2.96295345e-01 -3.55580235e+00
 -3.12887454e+00  2.24365807e+00 -1.75009823e+00 -5.63273144e+00
  1.49228525e+00  7.49109554e+00  6.21301126e+00  4.47937059e+00
  1.75249887e+00  1.74653697e+00  7.06875658e+00  4.55680037e+00]"	dog
"[-1.6828316e+02  1.2879688e+02 -5.7220104e+01  6.3290550e+01
 -3.9192432e+01  3.2602242e+01 -1.6309156e+01  1.6531885e+01
  7.1220237e-01 -2.4217310e+00  8.4788685e+00 -8.9349155e+00
  1.2052791e+01 -1.2478979e+01  8.7444639e+00 -7.8541923e+00
  2.1122537e+00 -3.2582734e+00 -5.2813439e+00  2.0574050e+00
 -6.0904989e+00  4.5848074e+00 -7.9173703e+00  2.7641370e+00
 -3.4830172e+00  1.4014211e+00 -4.1170526e-01 -1.8359160e+00
  1.6577469e+00 -3.9429586e+00  2.2566872e+00 -3.5186222e+00
  6.1840242e-01 -3.1153624e+00 -1.8866156e-01 -1.1653391e+00
 -1.8545531e+00 -2.5163794e-01 -2.7253783e+00 -1.4469780e-01]"	cat
"[-199.20291    148.0216     -38.048195    52.635426   -17.137651
   30.490702    -7.9246287   11.031575    -2.506048    17.721174
   19.332426   -32.6699      -1.4436502  -10.361222     5.5448647
   -4.6922007   -6.914621     2.9750555    1.7839475    3.8972723
   -8.973647     3.5313394    2.7502913    2.4026554   -9.432213
   -7.515093     4.8477917   -3.9005258   -3.467372     5.2929597
   -4.37238    -17.539143    -1.80122     -5.160369    -8.207167
    1.5398321   -0.8261869   -5.7309527   -5.1165485   -6.3231263]"	cat
"[-3.26459290e+02  1.70951782e+02 -2.90746632e+01 -2.98741474e+01
 -2.37141190e+01 -1.91196671e+01 -1.13583946e+01 -1.59740143e+01
 -2.07480831e+01 -1.09897451e+01  1.70720634e+01  1.69417343e+01
 -2.18787651e+01 -5.15642834e+00  2.18404026e+01 -1.30512457e+01
 -6.48963213e+00  2.06432176e+00 -1.34269247e+01  4.47855186e+00
  1.23438015e+01  7.84050369e+00  5.65169811e+00  6.85258579e+00
  8.95416069e+00  2.56186604e+00 -7.54613221e-01  4.52360392e+00
  1.24495149e+00 -1.26226401e+00  4.71923065e+00 -2.07417369e+00
 -1.06569266e+00 -4.61173147e-01 -5.22688198e+00  1.63975549e+00
  8.84117559e-02  7.32280388e-02  1.99767029e+00 -2.56221366e+00]"	dog
"[-392.96426      74.189804     40.217922     38.804913     25.905603
   20.847832     13.5931225    12.978261     12.693119      8.857922
   12.222988     16.254343     18.161718     14.3353195    10.447745
    6.8641577     5.452441      5.350611      3.657001      3.1967263
    2.5973413     4.8654213     6.2454534     5.2653565     4.458544
    4.0096025     3.7135563     1.5768828     1.7034619     3.3537083
    2.1923404     1.1406312     2.8431497     3.5206957     2.4792185
    2.929503      2.3377228     0.83564556    2.0273943     2.8794365 ]"	cat
"[-3.0478146e+02  1.6491637e+02 -4.0640003e+01  5.5504036e+01
 -4.2080433e+01  3.9952782e+01 -1.8621738e+01  1.1516881e+01
 -1.4579235e+00 -1.9800159e-01  1.3696705e+01 -7.0944791e+00
  1.7069782e+01 -1.1437880e+01  9.7599258e+00 -7.4311252e+00
  1.7260538e+00 -7.7821600e-01 -6.0219359e+00  4.0013580e+00
 -7.9100251e+00  2.4381011e+00 -7.9901385e+00  1.3597766e+00
 -4.9764333e+00 -9.9272382e-01 -1.4084643e+00 -2.6193767e+00
  2.4130034e+00 -5.4489994e+00  3.0173999e-01 -3.4535067e+00
  1.5978169e+00 -2.9855201e+00 -5.0595805e-02  2.2001844e-02
 -1.8015773e+00  5.3846669e-01 -1.5265161e+00  2.0252221e+00]"	cat
"[-2.69034119e+02  1.97523666e+02 -3.64110184e+01 -5.34638939e+01
 -2.49709473e+01 -6.05967188e+00 -1.74178696e+01 -9.77841675e-01
 -2.52799397e+01 -7.49426317e+00  1.36332216e+01 -1.62046032e+01
 -9.60191059e+00  5.09388542e+00  1.40456915e+01 -1.22036657e+01
 -9.37821925e-01  2.70643353e+00 -2.16250896e+01  3.38594174e+00
  2.39573169e+00  2.85032701e+00  4.96347189e+00  3.98666644e+00
  1.21660795e+01 -8.11898112e-02  5.72398186e+00  8.05764008e+00
  2.03461885e+00  4.29766130e+00  1.94740295e+00  1.30266500e+00
 -1.23840598e-02  1.51608229e+00  3.89225054e+00  3.13617539e+00
  1.63416886e+00  1.46900988e+00  1.34309903e-01 -6.23576522e-01]"	dog
